NGC 7293       0.79  0.21  0.00  0.00  0.00 IF                     I
NGC 7354       0.01  0.94  0.05  0.00  0.00 IIaF                   IIa
NGC 7662       0.00  0.07  0.93  0.00  0.00 IIbF                   IIb
PB1            0.00  0.00  0.49  0.48  0.03 (IIb/III/IV)D          IIb
PB3            0.05  0.90  0.05  0.00  0.00 IIaD                   IIa
PB4            0.06  0.76  0.13  0.05  0.00 (I/IIa)D*              IIa
PB6            0.00  1.00  0.00  0.00  0.00 IE                     IIa
PB8            0.00  0.80  0.14  0.06  0.00 (IIa/IIb)F*            IIa
PC12           0.00  0.00  0.00  0.82  0.18 IVC/IIbB               III
PC14           0.00  0.01  0.03  0.96  0.00 IIbC/IIIB              III
Pe1-1          0.00  0.50  0.47  0.03  0.00 IIbF                   IIa
Pe1-12         0.00  0.02  0.15  0.83  0.00 VF                     III
Pe1-13         0.00  0.00  0.00  0.00  1.00 IIaE*/IIIF*/IVB*       IV
Pe1-17         0.17  0.83  0.00  0.00  0.00 IIaC                   IIa
Pe1-18         0.30  0.70  0.00  0.00  0.00 ID                     IIa
Pe2-7          0.00  0.28  0.58  0.11  0.03 (IIb/III/IV)D          IIb
Pe2-11         0.00  0.00  0.00  1.00  0.00 VD                     III
Pe2-14         0.00  0.88  0.00  0.12  0.00 IIaF                   IIa
PNG006.0-41.9  0.00  0.00  0.00  0.00  1.00 IIaE                   IV
PNG135.9+55.9  0.00  0.29  0.31  0.34  0.06 (IIa/IIb/III/IV)D*     III
PNG243.8-37.1  0.00  0.00  0.00  0.00  1.00 IIaE                   IV
PW1            0.95  0.05  0.00  0.00  0.00 indef.                 I
SA2-21         0.00  1.00  0.00  0.00  0.00 IE                     IIa
SB01           0.00  0.00  0.37  0.60  0.03 VE/(IIb/III/IV)D       III
SB02           0.64  0.36  0.00  0.00  0.00 VE/IIaD                I
SB03           1.00  0.00  0.00  0.00  0.00 VE/ID                  I
SB04           0.22  0.72  0.00  0.00  0.06 VE/IIaD                IIa
SB06           0.91  0.09  0.00  0.00  0.00 VE/ID                  I
SB12           0.05  0.47  0.31  0.15  0.02 (V/IIa/IIb/III/IV)D*   IIa
SB15           0.00  0.00  0.00  0.00  1.00 (V/IIb/III/IV)D        IV
SB17           0.25  0.74  0.01  0.00  0.00 IIaD                   IIa
SB18           0.00  0.00  0.02  0.04  0.94 (IIb/III/IV)D          IV
SB19           0.00  0.05  0.01  0.94  0.00 IIaD                   III
SB20           0.00  0.00  0.04  0.96  0.00 IIaD                   III
SB21           0.00  0.00  0.19  0.79  0.02 (IIb/III/IV)D          III
SB24           0.00  0.00  0.11  0.23  0.66 (IIb/III/IV)D          IV
SB25           0.94  0.06  0.00  0.00  0.00 ID                     I
SB26           0.00  0.07  0.61  0.19  0.13 (IIb/III/IV)D          IIb
SB28           0.04  0.46  0.32  0.15  0.03 (IIa/IIb/III/IV)D*     IIa
SB30           0.00  0.04  0.62  0.23  0.11 (IIb/III/IV)D          IIb
SB31           0.00  0.05  0.66  0.25  0.04 (IIb/III/IV)D          IIb
SB32           0.11  0.86  0.03  0.00  0.00 IIaD                   IIa
SB33           0.01  0.90  0.00  0.00  0.09 VE/IIaD                IIa
SB34           0.56  0.39  0.02  0.03  0.00 VE*/(I/IIa)D*          I
SB35           0.00  0.00  0.37  0.45  0.18 (V/IIb/III/IV)D        III
SB37           0.73  0.24  0.01  0.02  0.00 (I/IIa/V)D*            I
SB38           0.07  0.86  0.06  0.01  0.00 (IIa/V)D               IIa
SB42           0.00  0.00  0.08  0.92  0.00 VE/(IIb/III/IV)D       III
SB44           0.00  0.01  0.13  0.86  0.00 VE/IIaD                III
SB50           0.03  0.85  0.08  0.04  0.00 VE/IIaD                IIa
SB52           0.00  0.00  0.11  0.89  0.00 (IIa/V)D               III
SB53           0.45  0.55  0.00  0.00  0.00 (I/V)D                 IIa
SB55           0.00  0.01  0.02  0.97  0.00 (IIa/V)D               III
Sh2-71         1.00  0.00  0.00  0.00  0.00 indef.                 I
SkWl3-2        0.00  0.00  0.11  0.89  0.00 (V/IIb/III/IV)D        III
Sn1            0.00  0.00  0.00  0.00  1.00 IVF                    IV
SwSt1          0.00  0.01  0.99  0.00  0.00 VA                     IIb
Tc1            0.00  0.01  0.98  0.01  0.00 IIbF                   IIb
Th2-A          0.00  0.94  0.06  0.00  0.00 IIaF                   IIa
Th3-13         0.00  1.00  0.00  0.00  0.00 VF                     IIa
Th3-15         0.00  0.85  0.14  0.01  0.00 VD                     IIa
Th3-34         1.00  0.00  0.00  0.00  0.00 (I/V)D                 I
Th4-2          0.00  1.00  0.00  0.00  0.00 VF                     IIa
Th4-7          0.00  0.15  0.05  0.80  0.00 VF                     III
Th4-10         0.03  0.79  0.15  0.01  0.02 IIaD                   IIa
Vd1-1          0.00  0.00  0.39  0.57  0.04 (IIb/III/IV)D          III
Vy1-1          0.00  0.22  0.76  0.02  0.00 IB*/IIaF*              IIb
Vy1-2          0.00  0.00  0.00  0.00  1.00 IVF                    IV
Vy2-1          0.00  1.00  0.00  0.00  0.00 VF                     IIa
Vy2-2          0.00  0.00  0.00  0.99  0.01 IIbC/(III/IV)B         III
Y-c2-5         0.00  0.02  0.07  0.91  0.00 (IIa/IIb)D*            III
Y-c2-32        0.00  0.00  0.44  0.43  0.13 (IIb/III/IV)D          IIb
Ym29           0.90  0.10  0.00  0.00  0.00 indef.                 I
